campus,policy,R0,gamma,beta,budget_fraction,cost_used,n_edges_removed,steady_state_prevalence,steady_state_ci_low,steady_state_ci_high,peak_prevalence,time_to_extinction,lambda_residual,n_realizations,seed,cost_function,steady_ci_width
Bowdoin47,distance_threshold,1.5,0.1,0.0012075291335203896,0.05,2457.4593160780323,4741,0.06306314631463147,0.04964298569856985,0.07568286908690869,0.0794488888888889,,116.15018246931317,50,42,sigmoid_dot,0.02603988338833884
Bowdoin47,distance_threshold,1.5,0.1,0.0012075291335203896,0.1,4915.574035832888,9330,0.03832114411441144,0.029385403740374037,0.04679905170517051,0.051448888888888884,,108.62658632324113,50,42,sigmoid_dot,0.01741364796479647
Bowdoin47,distance_threshold,1.5,0.1,0.0012075291335203896,0.2,9831.66260963897,18057,0.007631595159515951,0.004785174917491751,0.010841267326732672,0.01054222222222222,,96.22484635985815,50,42,sigmoid_dot,0.006056092409240921
Bowdoin47,distance_threshold,1.5,0.1,0.0012075291335203896,0.4,19663.345902393157,34522,0.0004207700770077007,7.144334433443346e-05,0.0009122992299229923,0.0044444444444444444,,84.72702625892998,50,42,sigmoid_dot,0.0008408558855885588
Bowdoin47,gnn,1.5,0.1,0.0012075291335203896,0.0,0.0,0,0.09472211221122112,0.07644963476347635,0.11001979537953795,0.10961777777777776,,124.22060539665415,50,42,sigmoid_dot,0.03357016061606159
Bowdoin47,gnn,1.5,0.1,0.0012075291335203896,0.005,245.33765653731922,438,0.08696070407040704,0.070029100110011,0.10165329592959295,0.10569777777777777,,120.2997619947114,50,42,sigmoid_dot,0.03162419581958195
Bowdoin47,gnn,1.5,0.1,0.0012075291335203896,0.01,491.51734857621216,878,0.08002921892189217,0.06421003300330033,0.09336272607260726,0.10113777777777776,,117.96133751416818,50,42,sigmoid_dot,0.02915269306930693
Bowdoin47,gnn,1.5,0.1,0.0012075291335203896,0.02,982.9035224156141,1754,0.06618921892189218,0.05272112651265127,0.07826254125412542,0.08801777777777778,,114.26799188476039,50,42,sigmoid_dot,0.02554141474147415
Bowdoin47,gnn,1.5,0.1,0.0012075291335203896,0.05,2457.393238283861,4351,0.03478662266226623,0.025137025302530248,0.04421258085808581,0.04976,,105.81268761309241,50,42,sigmoid_dot,0.019075555555555564
Bowdoin47,gnn,1.5,0.1,0.0012075291335203896,0.1,4915.64789097395,8648,0.010584290429042903,0.006935674367436745,0.01444969416941694,0.01512,,95.14478154630862,50,42,sigmoid_dot,0.007514019801980194
Bowdoin47,gnn,1.5,0.1,0.0012075291335203896,0.2,9831.597217365212,17189,0.0014116611661166118,0.00064001100110011,0.0023530033003300328,0.0044444444444444444,,79.99719230719354,50,42,sigmoid_dot,0.0017129922992299227
Bowdoin47,gnn,1.5,0.1,0.0012075291335203896,0.4,19663.400872445793,34190,4.893289328932893e-05,6.512651265126513e-06,9.947414741474147e-05,0.0044444444444444444,54.28,62.59484293002347,50,42,sigmoid_dot,9.296149614961496e-05
Bowdoin47,random,1.5,0.1,0.0012075291335203896,0.0,0.0,0,0.09472211221122112,0.07644963476347635,0.11001979537953795,0.10961777777777776,,124.22060539665412,50,42,sigmoid_dot,0.03357016061606159
Bowdoin47,random,1.5,0.1,0.0012075291335203896,0.005,245.72704345206222,425,0.09265900990099009,0.07491808140814082,0.1077387788778878,0.10814222222222222,,123.63815144846154,50,42,sigmoid_dot,0.03282069746974697
Bowdoin47,random,1.5,0.1,0.0012075291335203896,0.01,491.1113007694632,847,0.08894627062706272,0.07164539493949396,0.1036450605060506,0.10346666666666669,,123.00136134274841,50,42,sigmoid_dot,0.031999665566556645
Bowdoin47,random,1.5,0.1,0.0012075291335203896,0.02,983.1022187977684,1692,0.08527524752475248,0.06823049284928492,0.09974520572057206,0.10066666666666664,,121.79202092645733,50,42,sigmoid_dot,0.03151471287128714
Bowdoin47,random,1.5,0.1,0.0012075291335203896,0.05,2457.5494458044577,4218,0.07252118811881188,0.057541764576457655,0.08584548514851484,0.08780444444444446,,118.20753446410728,50,42,sigmoid_dot,0.028303720572057184
Bowdoin47,random,1.5,0.1,0.0012075291335203896,0.1,4915.59391587035,8433,0.05087040704070407,0.038871280528052804,0.06204000880088009,0.0649511111111111,,112.07970691295233,50,42,sigmoid_dot,0.023168728272827288
Bowdoin47,random,1.5,0.1,0.0012075291335203896,0.2,9831.518239058649,16866,0.01467027502750275,0.00963696369636964,0.020147111111111105,0.02072888888888889,,99.70261948943948,50,42,sigmoid_dot,0.010510147414741466
Bowdoin47,random,1.5,0.1,0.0012075291335203896,0.4,19663.121782038266,33736,0.0002476567656765677,3.596919691969199e-05,0.0005440836083608361,0.0044444444444444444,,74.95707423218009,50,42,sigmoid_dot,0.0005081144114411441
Bowdoin47,betweenness,3.0,0.1,0.002415058267040779,0.0,0.0,0,0.4084965456545654,0.4071520374037404,0.4097905368536853,0.4118577777777778,,124.22060539665415,50,42,sigmoid_dot,0.002638499449944931
